Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
3474.,Cinevista,14.43,,82.88,0.00,-2.25,-33.14,0.03,,-2.58
3475.,Tapi Fruit,84.10,,35.66,0.00,-0.74,,9.20,-16.21,-2.58
3476.,Tulive Developer,774.30,,166.81,0.00,-0.28,46.15,0.00,,-2.59
3477.,Pearl Polymers,25.80,,43.42,0.00,-2.22,-476.27,5.49,45.62,-2.60
3478.,Lords Chloro,127.78,91.04,321.37,0.00,1.27,139.69,64.78,11.38,-2.62
3479.,Hasti Finance,6.86,,7.44,0.00,0.00,-100.00,0.11,0.00,-2.62
3480.,Bansisons Tea,5.89,,3.73,0.00,-0.01,0.00,0.00,,-2.66
3481.,Dr Lalchand. Lab,16.35,8.23,7.08,0.00,0.15,,2.13,-21.98,-2.68
3482.,Amerise BioScie,0.89,,5.88,0.00,-0.02,66.67,0.00,,-2.73
3483.,Ludlow Jute,170.00,,183.09,0.00,-2.60,-3.59,52.36,-47.48,-2.74
3484.,Colorchips New,25.50,,43.38,0.00,-0.26,-44.44,0.17,240.00,-2.77
3485.,Panth Infinity,7.01,14.24,12.96,0.00,1.11,1025.00,13.14,401.53,-2.80
3486.,Genus Prime,28.30,,42.24,0.00,0.00,-100.00,0.06,20.00,-2.80
3487.,Virtual Global,0.50,,21.18,0.00,-0.37,-408.33,0.00,-100.00,-2.80
3488.,M M Rubber,80.07,,49.89,0.00,-1.39,-892.86,10.45,-3.95,-2.83
3489.,S I Cap. & Fin.,48.64,,21.89,0.00,0.16,184.21,0.64,33.33,-2.86
3490.,Mehta Securities,46.00,,14.21,0.00,-0.03,0.00,0.00,,-2.87
3491.,Diggi Multitrade,19.00,,18.39,0.00,-0.03,,0.00,,-2.87
3492.,Sastasundar Ven.,241.68,16.94,768.80,0.00,-37.80,-3361.81,281.29,-24.89,-2.94
3493.,GTN Industries,25.90,,45.43,0.00,-2.14,-11.46,41.34,-12.15,-2.98
3494.,VIP Clothing,29.82,,268.77,0.00,2.00,159.17,62.63,39.52,-3.07
3495.,Coromandel Engg.,54.50,,181.12,0.00,0.67,162.62,6.68,-69.06,-3.09
3496.,Venlon Enterpris,5.99,,31.29,0.00,-0.44,16.98,3.04,94.87,-3.09
3497.,Shashank Traders,26.69,,8.26,0.00,0.00,100.00,0.05,,-3.09
3498.,Decipher Labs,11.72,51.48,11.84,0.00,-0.59,-6000.00,5.80,-30.04,-3.09
3499.,Vikas Wsp,1.55,,31.69,0.00,-8.71,0.00,0.00,,-3.13
3500.,Meghmani Organi.,61.04,,1552.33,0.00,-4.39,88.52,568.51,61.62,-3.13
3501.,Tulsyan NEC,46.46,,77.43,0.00,-26.96,-86.45,180.23,-28.69,-3.17
3502.,GCM Securit.,0.91,,17.29,0.00,-1.43,-1291.67,0.00,,-3.23
3503.,Sical Logistics,83.69,,546.07,0.00,-4.51,70.35,49.81,9.79,-3.26
3504.,Dharani Finance,12.50,16.86,6.24,0.00,0.23,35.29,0.42,-4.55,-3.28
3505.,Source Industrie,3.45,,3.93,0.00,-0.02,0.00,0.01,-50.00,-3.28
3506.,Fortis Malar,63.08,153.53,118.22,67.37,0.01,100.25,0.00,-100.00,-3.29
3507.,Kamanwala Housin,12.61,,17.77,0.00,0.54,775.00,0.00,,-3.29
3508.,Quint Digital,67.89,,320.15,0.00,-3.15,75.92,8.51,-46.04,-3.30
3509.,7NR Retail Ltd,3.95,,11.06,0.00,0.10,121.28,0.50,-73.68,-3.31
3510.,Prag Bosimi Syn.,2.69,,20.01,0.00,-2.34,11.36,0.67,,-3.34
3511.,Neogem India,3.53,,2.88,0.00,-0.09,18.18,0.00,,-3.35
3512.,True Green,80.70,,235.01,0.00,-0.29,32.56,1.84,,-3.35
3513.,Golkonda Alumin.,9.42,124.00,4.96,0.00,0.11,120.00,0.17,,-3.38
3514.,STL Global,12.26,,33.66,0.00,0.12,185.71,35.07,36.78,-3.39
3515.,Advance Syntex,5.61,,6.23,0.00,-0.30,77.78,0.00,-100.00,-3.39
3516.,MPDL Ltd,51.00,,37.79,0.00,-0.46,55.34,2.54,53.01,-3.39
3517.,Marshall Machin.,15.39,,36.78,0.00,-1.46,-41.75,9.14,-14.26,-3.39
3518.,Elango Industrie,9.92,,3.79,0.00,-0.03,-50.00,0.90,38.46,-3.45
3519.,Ironwood Educa,38.31,,30.29,0.00,-1.72,-20.00,0.94,16.05,-3.47
3520.,Shiva Mills,75.88,,65.57,0.00,-1.47,-59.78,35.98,1.52,-3.48
3521.,Blue Chip India,7.40,,40.93,0.00,-0.03,-250.00,0.00,,-3.52
3522.,Rajasthan Cylind,38.05,,12.79,0.00,-0.25,50.98,0.00,,-3.52
3523.,Swan Defence,78.20,,411.97,0.00,-52.87,-92.53,1.16,,-3.52
3524.,Aravali Sec,3.80,,5.76,0.00,-0.06,45.45,0.00,,-3.53
3525.,Royal India Corp,8.78,,96.11,0.00,0.09,102.41,58.56,493.91,-3.55
3526.,Panacea Biotec,394.55,,2416.65,0.00,4.44,138.30,163.49,8.63,-3.57
3527.,Sri Nacha. Cott.,36.42,,15.66,0.00,-1.12,13.18,17.24,63.57,-3.66
3528.,I Power Solution,15.88,,7.07,0.00,-0.09,-125.00,0.00,,-3.67
3529.,CMI,4.18,,6.70,0.00,-2.90,-134.90,8.78,-13.67,-3.70
3530.,Fruition Venture,52.09,,20.84,0.00,-0.06,,1.05,,-3.72
3531.,Ceeta Industries,40.42,49.67,58.61,0.00,0.06,116.67,6.39,121.88,-3.73
3532.,Skyline Millars,16.80,,67.58,0.00,-0.12,38.89,0.00,,-3.76
3533.,Williamson Fin.,7.32,4.74,6.12,0.00,-0.07,-240.00,0.00,-100.00,-3.77
3534.,ISF,0.97,,9.22,0.00,-0.24,-340.00,0.42,-27.59,-3.78
3535.,Epuja Spiritech,3.97,,32.36,0.00,-0.36,-1900.00,0.99,230.00,-3.78
3536.,Eastcoast Steel,18.62,,10.05,0.00,0.31,342.86,0.00,-100.00,-3.78
3537.,Triliance Poly,72.72,371.60,37.16,0.00,0.09,550.00,0.00,,-3.79
3538.,Indokem,154.75,,431.57,0.00,0.73,661.54,43.40,7.80,-3.80
3539.,Gujarat Alkalies,516.10,,3790.24,0.00,-11.23,90.24,1029.41,11.78,-3.83
3540.,MSR India,4.79,,30.12,0.00,-0.14,-55.56,0.00,,-3.84
3541.,AksharChem (I),205.48,,165.06,0.24,1.19,260.61,90.69,20.47,-3.85
3542.,Stanrose Mafat.,69.62,,27.64,0.00,-0.87,-19.18,0.00,-100.00,-3.85
3543.,Emami Realty Ltd,84.20,,318.65,0.00,-19.47,-15.48,57.22,136.25,-3.86
3544.,Transworld Shipp,256.25,13.75,562.73,0.00,15.29,178.49,117.03,63.09,-3.91
3545.,Aanchal Ispat,4.40,10.67,9.18,0.00,-0.21,89.76,33.80,304.79,-3.93
3546.,LGB Forge,10.52,,250.59,0.00,-0.43,51.69,24.20,5.26,-3.94
3547.,Poddar Housing,43.81,,31.84,0.00,-16.20,-72.52,-0.02,-101.09,-3.95
3548.,Capricorn System,16.23,,6.49,0.00,-0.05,44.44,0.26,4.00,-3.99
3549.,Krishna Vent.,32.49,,35.09,0.00,0.07,131.82,1.27,98.44,-4.01
3550.,Nureca,229.21,,229.21,0.00,-2.80,-1747.06,26.46,18.28,-4.02
3551.,Kiran Syntex,7.00,,2.98,0.00,-0.01,0.00,0.00,,-4.04
3552.,Regis Industries,10.10,,173.80,0.00,-0.54,-74.19,4.91,199.39,-4.04
3553.,DCM Financial,5.75,,12.72,0.00,-0.24,14.29,0.00,,-4.10
3554.,Munoth Capital,130.20,,119.34,0.00,0.03,120.00,0.09,80.00,-4.15
3555.,Kimia Bioscien.,46.00,23.10,217.64,0.00,4.57,334.36,30.10,15.15,-4.16
3556.,SVP Global,2.64,,33.40,0.00,-59.50,-37.80,13.46,-80.93,-4.16
3557.,Vanta Bioscience,30.75,,19.41,0.00,-2.07,,1.03,-83.33,-4.16
3558.,NDTV,116.35,,750.12,0.00,-55.48,-480.94,132.74,35.52,-4.17
3559.,Kallam Textiles,3.89,,20.54,0.00,-16.22,23.08,63.38,-18.92,-4.20
3560.,Maris Spinners,33.84,,27.66,0.00,-0.81,71.58,42.31,8.85,-4.26
3561.,Dhenu Buildcon,5.64,,10.32,0.00,-0.02,80.00,0.00,,-4.32
3562.,Tarapur Trans,27.43,4.24,53.49,0.00,2.41,-319.05,0.00,,-4.37
3563.,Indo Rama Synth.,34.37,,897.45,0.00,13.59,113.73,1165.63,23.99,-4.37
3564.,Radhe Develop.,1.77,,92.70,0.00,-1.29,24.56,0.00,-100.00,-4.38
3565.,Clenon Enterpri,40.61,,34.99,0.00,-0.52,-642.86,0.00,,-4.38
3566.,Photoquip India,19.00,13.41,11.40,0.00,-0.03,96.74,3.57,-12.71,-4.38
3567.,Ahimsa Industrie,22.10,,12.10,0.00,-0.92,,6.72,3.54,-4.42
3568.,BGIL Films & Tec,7.73,,8.76,0.00,-0.10,65.52,0.00,,-4.44
3569.,Veejay Lak. Eng.,48.65,,24.67,0.00,0.14,110.07,22.88,7.47,-4.46
3570.,Astec Lifescienc,653.90,,1282.39,0.00,-40.37,-66.00,93.86,84.80,-4.48
3571.,Kashyap TeleMed.,3.87,,18.47,0.00,0.00,,0.04,-20.00,-4.58
3572.,Zodiac-JRD MKJ,54.99,,28.48,0.00,0.21,122.34,5.54,82.24,-4.62
3573.,GCM Commodity,5.70,11.75,4.23,0.00,0.31,,0.00,-100.00,-4.64
3574.,Yash Mgmt & Sat.,11.00,35.96,18.70,0.00,-0.09,-120.93,5.45,-24.41,-4.64
3575.,Phaarmasia,31.25,,21.34,0.00,-0.70,-25.00,4.72,-7.09,-4.65
3576.,LS Industries,48.32,,4101.49,0.00,3.20,3300.00,0.00,-100.00,-4.67
3577.,Restaurant Brand,60.16,,3000.39,0.00,-54.71,-39.30,639.06,5.76,-4.68
3578.,Cityman,27.67,,32.37,0.00,-0.07,12.50,0.00,,-4.69
3579.,Hindoo. Mills,193.25,,32.08,0.00,-1.96,-266.10,5.59,-74.29,-4.73
3580.,Bohra Industries,34.23,,48.94,0.00,-0.43,31.75,0.00,,-4.75
3581.,Link Pharma Chem,33.48,,14.87,0.00,-0.67,-404.55,5.34,-32.75,-4.79
3582.,Waterbase,47.87,,198.31,0.00,-3.91,5.78,66.79,-9.69,-4.86
3583.,Abhishek Infra.,7.10,,3.58,0.00,-0.03,40.00,0.00,,-4.86
3584.,Agro Phos India,29.68,,60.17,0.00,2.49,123.12,22.81,103.48,-4.90
3585.,Phyto Chem (I),30.00,,12.90,0.00,1.52,424.14,3.65,-43.93,-4.93
3586.,Sylph Techno,0.79,,28.33,0.00,-1.54,-102.63,0.00,-100.00,-4.96
3587.,Ester Industries,116.49,,1095.49,0.00,24.82,155.38,345.58,29.06,-4.98
3588.,Spel Semiconduct,133.70,,616.62,0.00,-4.82,15.47,1.89,-17.11,-5.04
3589.,Lippi Systems,19.92,,13.94,0.00,-0.15,46.43,0.00,,-5.09
3590.,Dhani Services,56.00,,3378.11,0.00,5.22,105.21,94.91,8.95,-5.16
3591.,Prajay Engineers,20.77,,145.27,0.00,-4.04,48.68,11.52,-44.62,-5.17
3592.,Parsvnath Devl.,22.45,,976.98,0.00,-31.45,-465.68,58.24,-71.97,-5.25
3593.,K G Denim,18.53,,47.51,0.00,-10.05,-311.62,12.91,-80.46,-5.27
3594.,Mahaveer Infoway,7.79,,4.29,0.00,0.13,-31.58,0.64,-60.00,-5.28
3595.,Millen. Online,2.27,,11.35,0.00,-0.03,0.00,0.44,22.22,-5.28
3596.,Flex Foods,47.33,,58.93,1.06,-7.66,48.31,34.60,24.01,-5.33
3597.,Sri Chakra Cem.,13.04,,11.74,0.00,-12.77,-1389.90,25.46,-54.40,-5.34
3598.,H D I L,2.77,,131.30,0.00,6.60,449.21,14.41,3692.11,-5.37
3599.,Sanghi Industrie,54.15,,1398.84,0.00,-96.96,32.07,258.96,36.94,-5.45
3600.,Shah Alloys,48.24,,95.52,0.00,-2.16,74.62,51.90,-64.13,-5.46
3601.,Subex,12.14,,684.31,0.00,-3.25,33.54,72.69,-11.16,-5.48
3602.,G K P Printing,5.61,,12.34,0.00,0.22,2100.00,8.47,56.85,-5.50
3603.,Global Offshore,77.24,,203.07,0.00,9.58,23.10,8.13,3.04,-5.54
3604.,Cargosol Logist.,17.69,,18.04,0.00,-0.84,,71.20,16.49,-5.55
3605.,Bang Overseas,53.16,,72.08,0.00,0.46,114.29,50.20,36.34,-5.57
3606.,Reliable Ventur.,19.88,,21.89,0.00,0.42,172.41,0.00,-100.00,-5.58
3607.,Hind Aluminium,66.59,13.98,41.95,0.00,-0.80,-113.05,0.25,78.57,-5.58
3608.,Sterling Green,41.65,,17.66,0.00,-0.50,31.51,0.01,-98.31,-5.64
3609.,Vivo Collaborat.,73.50,,14.81,0.00,0.69,,1.73,-41.16,-5.67
3610.,Polytex India,5.87,,7.92,0.00,-0.03,25.00,0.00,,-5.73
3611.,Texel Industries,82.61,,109.93,0.00,1.78,197.27,26.04,20.17,-5.73
3612.,Swadha Nature,11.73,96.00,4.80,0.00,-0.01,50.00,0.01,,-5.74
3613.,Lime Chemicals,18.30,238.00,11.90,0.00,0.06,200.00,2.60,0.39,-5.85
3614.,K-Lifestyle,0.30,,30.67,0.00,-1.13,82.40,0.92,-65.54,-5.85
3615.,India Steel,4.60,,183.12,0.00,-3.43,45.90,0.00,,-5.86
3616.,Tijaria Polypipe,7.22,,20.67,0.00,-0.74,-7.25,0.00,,-5.88
3617.,Natl. Oxygen,112.75,,56.85,0.00,-1.98,-63.64,10.78,-4.60,-5.88
3618.,Hipolin,97.00,,30.36,0.00,-0.57,-5800.00,5.04,-5.97,-5.95
3619.,Containerway Int,46.44,68.03,53.74,0.00,-0.10,-233.33,10.31,,-5.95
3620.,Shreyas Interm.,8.02,,56.82,0.00,-0.36,40.00,0.00,,-6.00
3621.,Azad India,107.00,,323.41,0.00,-0.23,-187.50,0.00,,-6.00
3622.,Mega Nirman,18.69,,6.26,0.00,0.11,257.14,5.14,,-6.00
3623.,Rama Phosphates,89.76,28.36,317.63,0.00,3.66,112.31,179.62,54.62,-6.06
3624.,Madhur Inds,6.21,,2.54,0.00,-0.05,28.57,0.00,,-6.11
3625.,Suumaya Indust.,2.57,,17.31,0.00,-862.42,-3784.23,15.66,80.62,-6.12
3626.,Bombay Wire,63.51,,33.91,0.00,-0.13,7.14,0.00,,-6.18
3627.,Baroda Extrusion,6.74,,100.46,0.00,0.88,1860.00,44.47,53.50,-6.20
3628.,Quantum Build,4.47,,11.20,0.00,-0.06,0.00,0.00,,-6.21
3629.,Santosh Fin Fab,32.75,,11.54,0.00,0.02,150.00,4.30,4.12,-6.26
3630.,Creative Eye,6.12,,12.28,0.00,-0.80,-23.08,0.00,,-6.29
3631.,Jauss Polymers,6.84,,3.16,0.00,-0.05,37.50,0.00,,-6.30
3632.,Andhra Cements,56.34,,519.30,0.00,-43.73,-106.37,66.33,-32.26,-6.33
3633.,Choksi Imaging,72.36,17.10,28.22,0.00,0.21,-66.67,8.64,184.21,-6.34
3634.,Futuristic Sec.,34.40,335.50,6.71,0.00,-0.01,-150.00,0.02,0.00,-6.36
3635.,Sutlej Textiles,36.24,,593.71,0.00,-23.70,12.12,648.61,7.88,-6.36
3636.,Puretrop Fruits,112.00,,89.26,0.00,-1.69,22.33,19.78,-16.68,-6.40
3637.,Oriental Trimex,9.79,,71.96,0.00,4.26,-10.08,1.88,795.24,-6.40
3638.,Sybly Industries,6.63,0.42,6.07,0.00,10.54,11811.11,22.43,,-6.42
3639.,Kanco Tea,67.54,,34.60,0.00,-4.94,-23.19,18.79,-3.54,-6.44
3640.,Lasa Supergeneri,21.33,,106.87,0.00,5.49,-60.27,33.08,24.08,-6.45
3641.,Harmony Capital,60.21,,18.06,0.00,-0.14,,0.00,,-6.55
3642.,Bharat Agri Fert,37.68,112.52,199.16,0.13,-1.03,46.35,6.17,8.82,-6.57
3643.,Soni Medicare,37.07,,15.81,0.00,-0.13,85.71,7.79,37.63,-6.58
3644.,Saptak Chem &,2.74,,2.94,0.00,0.00,,0.00,,-6.59
3645.,Niyogin Fintech,44.10,,419.88,0.00,-4.91,-56.41,111.21,107.52,-6.60
3646.,Mehta Housg. Fin,164.70,,50.76,0.00,-0.05,,0.00,,-6.79
3647.,Standard Inds.,19.39,134.12,124.73,5.42,-5.62,-113.69,7.72,46.21,-6.83
3648.,Vallabh Steels,6.45,,3.19,0.00,-0.35,18.60,0.00,,-6.85
3649.,Vivid Mercantile,8.63,7.89,86.52,0.00,0.65,-53.57,1.89,293.75,-6.96
3650.,Mcleod Russel,30.51,,318.69,0.00,-87.33,-0.76,370.56,6.29,-7.00
3651.,TCM,41.90,,31.33,0.00,-0.90,-224.64,6.18,-45.31,-7.04
3652.,Shyamkamal Inv,13.67,,18.45,0.00,-0.35,-1650.00,0.13,,-7.05
3653.,3i Infotech,22.28,,377.91,0.00,40.60,242.26,181.41,-14.50,-7.07
3654.,Visa Steel,30.25,,350.26,0.00,-17.28,29.06,118.73,32.47,-7.08
3655.,SC Agrotech,18.52,10.48,11.11,0.00,0.94,754.55,0.00,,-7.09
3656.,Shriram AMC,398.30,,518.46,0.00,-5.18,-283.70,1.40,-36.65,-7.10
3657.,Shri Vasuprada,112.05,,92.83,0.00,9.04,264.19,36.65,3.44,-7.17
3658.,Ajel,10.45,,12.17,0.00,0.00,100.00,2.96,-15.91,-7.25
3659.,Integra Switch,125.00,,39.84,0.00,0.01,109.09,0.00,,-7.30
3660.,Zota Health Care,784.00,,2161.57,0.13,-18.94,-535.37,72.12,53.68,-7.32
3661.,Johnson Con. Hit,1822.85,93.69,4956.33,0.00,-3.34,76.74,431.65,44.09,-7.35
3662.,Williamson Magor,27.32,,29.94,0.00,5.75,138.31,0.49,-7.55,-7.39
3663.,Standard Battery,67.72,31.27,35.02,0.00,-0.15,-850.00,0.00,,-7.52
3664.,Baron Infotech,1.10,,1.12,0.00,-0.09,83.02,0.00,-100.00,-7.55
3665.,Khaitan Chemical,49.24,,477.57,0.00,12.55,146.53,198.76,56.02,-7.57
3666.,Sun Retail,0.66,26.26,10.24,0.00,0.39,,39.20,155.37,-7.61
3667.,Objectone Inform,8.84,,9.29,0.00,0.27,800.00,3.94,-7.73,-7.62
3668.,Indergiri Fin.,22.68,229.60,11.48,0.00,0.13,128.26,0.69,213.64,-7.67
3669.,Max India Ltd,175.43,,757.38,0.00,-44.60,-79.78,34.74,-14.62,-7.69
3670.,Vista Pharma.,11.00,,42.70,0.00,-1.32,19.02,2.56,50.59,-7.74
3671.,Secmark Consult.,82.65,40.02,86.04,0.00,-0.01,-106.25,8.00,23.65,-7.74
3672.,Shristi Infra,38.01,,84.38,0.00,-0.70,96.33,18.72,-69.29,-7.77
3673.,Cont. Controls,9.15,112.40,5.62,0.00,0.03,,0.00,,-7.82
3674.,Nikki Glob.Fin.,21.18,,7.24,0.00,-0.02,0.00,0.00,,-7.83
3675.,TCI Industries,1228.05,,110.52,0.00,-0.64,-326.67,0.95,171.43,-7.83
3676.,Jay Shree Tea,93.22,38.24,269.22,0.00,73.59,9426.32,234.77,13.84,-7.83
3677.,Ind Bank Housing,44.50,,44.50,0.00,-0.05,44.44,0.00,,-7.86
3678.,Step Two Corp.,30.00,,12.74,0.00,-1.52,-353.33,0.07,-89.39,-7.93
3679.,Delta Manufact.,59.89,,64.99,0.00,-5.85,49.20,15.11,-11.27,-7.93
3680.,Uniroyal Marine,16.10,,10.43,0.00,0.02,-33.33,11.81,67.99,-7.97
3681.,Universal Office,5.80,,8.50,0.00,-0.02,-300.00,0.00,,-7.98
3682.,Shiva Global,39.90,,39.87,0.00,7.31,89.49,98.93,0.50,-8.17
3683.,Umiya Tubes,28.78,,37.29,0.00,-0.08,70.37,0.00,,-8.17
3684.,M T N L,48.88,,3079.44,0.00,-836.07,0.35,170.07,-11.53,-8.18
3685.,Zodiac Cloth. Co,86.87,,225.81,0.00,-10.16,-273.53,45.74,25.28,-8.22
3686.,Gillanders Arbut,98.31,,209.82,0.00,13.03,112.26,127.64,25.84,-8.24
3687.,Rasandik Engg.,84.88,3.05,50.72,0.00,-3.12,196.69,14.36,-19.69,-8.27
3688.,PBM Polytex,65.79,,45.26,0.00,-1.33,-4.72,42.65,-2.76,-8.27
3689.,MT Educare,2.17,,15.67,0.00,-5.32,28.30,12.06,10.85,-8.27
3690.,Next Mediaworks,6.25,,41.81,0.00,-6.32,-3.91,9.64,-8.63,-8.37
3691.,Norris Medicines,18.35,,18.35,0.00,-0.28,-3.70,1.11,70.77,-8.43
3692.,Prem. Synthetic,18.90,,8.68,0.00,-0.22,,0.81,,-8.44
3693.,BN Holdings,135.75,90.80,142.55,0.00,10.09,900.79,85.22,,-8.55
3694.,Indian Acrylics,7.31,,98.92,0.00,-4.91,35.73,96.36,-26.00,-8.56
3695.,Hypersoft Tech.,19.35,,8.23,0.00,-0.77,-381.25,0.12,9.09,-8.57
3696.,Kratos Energy,391.80,,39.18,0.00,-6.42,-1525.00,0.00,,-8.58
3697.,Padmanabh Inds.,6.37,,3.87,0.00,0.01,120.00,0.28,,-8.62
3698.,Chambal Brewer,3.90,,2.92,0.00,-0.01,91.67,0.00,,-8.62
3699.,Solara Active,478.75,,2014.73,0.00,8.09,103.81,300.31,41.70,-8.67
3700.,Triton Corp.,0.53,,10.59,0.00,-0.10,9.09,0.00,,-8.74
3701.,Future Consumer,0.53,,105.84,0.00,-14.12,36.40,113.90,16.66,-8.76
3702.,Raj Packaging,28.78,,13.15,0.00,-0.33,36.54,7.25,2.84,-8.77
3703.,Dec.Gold Mines,97.90,,1518.93,0.00,-24.55,-508.54,1.07,245.16,-8.77
3704.,Innocorp,6.16,,4.89,0.00,-0.02,0.00,0.00,,-8.87
3705.,Adhata Global,53.43,,25.19,0.00,0.41,241.38,2.13,195.83,-8.99
3706.,Steelman Telecom,140.00,,135.47,0.00,-9.55,,101.50,-2.06,-9.05
3707.,Cupid Breweries,133.35,,12.80,0.00,0.20,350.00,0.26,,-9.09
3708.,Nirmitee Robotic,91.50,,32.95,0.00,-0.66,,0.86,-64.46,-9.10
3709.,VK Global,43.14,,18.28,0.00,-0.08,0.00,0.03,,-9.13
3710.,MPS Pharmaa,3.51,,6.71,0.00,-0.17,19.05,0.00,,-9.15
3711.,Nag. Agri Tech.,47.25,55.34,44.27,0.00,0.15,100.00,0.00,-100.00,-9.22
3712.,SHRI NIWAS L& F.,10.70,100.86,7.06,0.00,-0.09,-400.00,0.11,57.14,-9.26
3713.,Bharat Immunolog,21.32,,92.06,0.00,-4.92,-59.74,0.00,-100.00,-9.27
3714.,Fraser & Company,9.21,,7.48,0.00,-0.06,64.71,0.00,-100.00,-9.29
3715.,Punjab Commun.,47.51,,57.11,0.00,0.55,91.91,3.55,13.78,-9.35
3716.,Jaipan Industrie,29.30,,17.87,0.00,0.05,113.89,7.91,33.39,-9.37
3717.,Intec Capital,16.79,,30.84,0.00,-0.65,33.67,0.41,-34.92,-9.41
3718.,Gem Spinners,4.35,,26.70,0.00,-0.11,31.25,0.00,,-9.62
3719.,Octaware Tech.,31.60,,11.35,0.00,0.42,,7.89,5.48,-9.78
3720.,Golden Legand Ls,9.22,,13.71,0.00,-1.61,-403.12,1.87,,-9.80
3721.,Lynx Machinery,160.05,74.59,16.41,0.00,-0.30,78.72,0.00,,-9.84
3722.,Shree Ram Prote.,1.13,,48.41,0.00,-4.66,-1.75,0.00,,-9.84
3723.,Olympic Cards,2.60,,4.24,0.00,-1.14,14.29,2.27,-23.83,-9.88
3724.,Yudiz Solutions,39.00,,40.25,0.00,0.00,,11.15,-29.79,-9.91
3725.,Tierra Agrotech,42.77,,280.54,0.00,-6.26,-6.28,4.79,12.44,-9.93
3726.,Mardia Samyoung,8.76,,6.10,0.00,-0.05,58.33,0.00,,-9.99
3727.,Aarvee Denims,148.76,20.00,348.99,0.00,-6.94,-5.15,5.94,-76.75,-10.00
3728.,Continental Seed,33.25,,36.58,0.00,1.17,110.10,43.53,10.93,-10.00
3729.,Fourth Gen.,7.21,,2.56,0.00,-0.08,-900.00,0.02,-33.33,-10.26
3730.,Spencer's Retail,57.85,,521.41,0.00,-47.34,7.54,516.97,-20.95,-10.28
3731.,Omkar Spl.Chem.,8.10,,16.67,0.00,-2.90,-27.19,3.74,-49.18,-10.53
3732.,Winsome Yarns,1.81,,12.80,0.00,-1.88,37.54,0.42,-82.72,-10.72
3733.,Ecoboard Inds.,26.58,,47.39,0.00,-8.26,-1440.91,1.87,-78.73,-10.83
3734.,Future Enterp.,0.57,,41.64,0.00,-1422.11,-118.40,7.89,-97.55,-10.84
3735.,Sturdy Industrie,0.36,,5.45,0.00,-0.24,83.56,0.00,-100.00,-10.90
3736.,Bright Solar,2.80,,7.00,0.00,-2.90,,9.02,-52.68,-10.91
3737.,Jointeca Educati,4.37,,4.38,0.00,-0.84,,0.09,125.00,-10.93
3738.,Sibar Auto Parts,10.58,,17.48,0.00,-0.07,87.27,5.58,30.68,-10.97
3739.,Noida Tollbridg.,3.35,,62.38,0.00,-237.10,44.04,9.91,142.30,-11.03
3740.,Lloyds Luxuries,80.00,,189.32,0.00,-1.77,,21.96,19.15,-11.10
3741.,Minaxi Textiles,1.89,,9.34,0.00,-0.45,74.43,5.92,-21.69,-11.18
3742.,Keerthi Indus,82.85,,66.45,0.00,-8.79,-745.19,30.68,-45.40,-11.25
3743.,Compuage Info.,1.97,,16.90,0.00,-137.42,-1417.55,388.94,-69.83,-11.29
3744.,Hemang Resources,22.48,2.45,29.67,0.00,0.29,127.62,0.00,-100.00,-11.37
3745.,Kiran Print Pack,30.74,,15.38,0.00,0.03,142.86,0.23,-41.03,-11.55
3746.,Indifra Ltd,13.90,38.96,10.13,0.00,0.27,,9.55,2022.22,-11.56
3747.,T. Spiritual,1.41,,2.82,0.00,-0.03,0.00,0.00,,-11.66
3748.,Bheema Cements,16.15,,52.67,0.00,-7.35,0.41,0.00,,-11.79
3749.,Facor Alloys,4.43,18.14,86.63,0.00,-31.10,236.53,0.00,-100.00,-11.85
3750.,Ramgopal Polytex,5.65,,8.19,0.00,-0.04,94.20,0.00,-100.00,-11.87
3751.,Diensten Tech,126.50,,104.50,0.00,0.07,153.85,16.04,26.60,-11.96
3752.,Aurum Proptech,171.74,,502.74,0.00,-8.52,64.38,64.58,12.69,-12.02
3753.,Restile Ceramics,5.50,,54.05,0.00,-0.24,-118.18,0.27,42.11,-12.06
3754.,Omansh Enterpri.,10.62,,5.34,0.00,-0.04,-300.00,0.00,,-12.09
3755.,Skyline Ventures,27.09,,10.75,0.00,-0.02,95.45,0.00,,-12.13
3756.,Daikaffil Chem,191.50,,114.90,0.00,-0.36,-28.57,3.50,,-12.19
3757.,Dhanlaxmi Fabric,58.60,,50.28,0.00,0.03,-65.28,2.38,-47.58,-12.19
3758.,Kati patang Life,39.85,,137.18,0.00,-1.17,-85.25,4.34,416.67,-12.24
3759.,Andrew Yule & Co,26.81,,1310.88,0.00,-14.40,-13.86,68.33,-21.21,-12.30
3760.,Natraj Proteins,38.09,,14.28,0.00,0.03,101.70,33.41,-57.19,-12.39
3761.,Envair Electrody,93.30,,43.29,0.00,-0.61,-454.55,0.00,,-12.45
3762.,Tradewell Hold,66.77,15.65,20.03,0.00,-0.54,-417.65,0.08,-88.06,-12.48
3763.,Shanti Overseas,13.51,,15.00,0.00,-2.39,-455.81,17.84,737.56,-12.50
