Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
3184.,Ramchandra Leas.,3.18,1627.00,16.27,0.00,0.00,,0.16,166.67,0.34
3185.,Franklin Leasing,15.30,43.12,24.15,0.00,0.17,,8.89,66.17,0.34
3186.,Vital Chemtech,64.10,,153.53,0.78,2.31,,65.91,32.43,0.34
3187.,Sundaram Multi.,2.08,,98.57,0.00,-2.69,-6.75,21.36,-2.64,0.33
3188.,Ravikumar Distll,24.80,41.05,59.52,0.00,0.02,101.63,10.07,95.53,0.32
3189.,TeleCanor Global,7.91,,9.01,0.00,-0.14,-40.00,0.00,,0.32
3190.,Disha Resources,22.85,98.35,16.72,0.00,-0.28,-833.33,0.00,,0.31
3191.,Walchan. Inds.,148.75,,824.95,0.00,-17.13,8.20,59.07,5.75,0.30
3192.,Panafic Industri,1.01,92.11,8.29,0.00,0.07,-63.16,0.13,-48.00,0.30
3193.,Evexia Lifecare,2.56,127.14,480.60,0.00,0.12,340.00,21.70,221.48,0.30
3194.,Mukta Agricultur,3.46,,7.50,0.00,-0.42,-4100.00,0.00,,0.29
3195.,Lak. Prec. Screw,4.50,,4.92,0.00,-12.66,30.21,51.35,-16.37,0.28
3196.,City Pulse Multi,1270.25,996.03,1354.60,0.00,0.58,176.19,1.61,302.50,0.28
3197.,Eco Friendly,8.21,1694.33,203.32,0.00,-0.24,-196.00,0.18,-58.14,0.26
3198.,Hind.Appliances,115.00,640.56,115.30,0.00,0.03,50.00,0.00,,0.26
3199.,Shukra Jewellery,13.99,40.40,18.99,0.00,-0.01,88.89,0.15,,0.25
3200.,Dai-ichi Karkari,277.90,75.01,207.04,0.72,2.62,32.43,40.71,15.42,0.25
3201.,Sunshine Capital,0.74,55.20,386.96,0.00,1.89,425.00,2.29,-96.75,0.25
3202.,Ashram Online,4.67,112.00,5.60,0.00,-0.02,50.00,0.12,20.00,0.24
3203.,Sampann Utpadan,29.32,,119.07,0.00,1.19,-188.52,23.84,39.01,0.24
3204.,Jattashankar Ind,174.95,156.73,76.80,0.00,-0.41,-157.89,0.02,-99.42,0.23
3205.,Woodsvilla,12.50,39.58,7.52,0.00,0.10,,0.14,7.69,0.22
3206.,Citizen Infoline,38.71,1044.50,20.89,0.00,0.01,0.00,0.94,-27.69,0.22
3207.,Tirupati Tyres,9.88,301.88,24.15,0.00,0.16,-36.00,0.00,,0.22
3208.,Senthil Infotek,18.59,,9.39,0.00,-2.08,,0.03,50.00,0.21
3209.,Mac Charles(I),521.00,,682.51,0.00,-22.52,-2.55,2.77,14.94,0.21
3210.,Gajanan Sec.Serv,100.00,46.30,31.02,0.00,-0.03,-118.75,-0.01,-133.33,0.21
3211.,Salasar Exterior,10.35,117.09,106.55,0.00,0.77,,0.78,,0.21
3212.,Jaihind Synth,41.92,298.58,35.83,0.00,0.03,160.00,0.04,100.00,0.19
3213.,Julien Agro,9.91,8.54,39.22,0.76,2.68,1176.19,38.63,607.51,0.19
3214.,Kaizen Agro,14.36,273.44,73.83,0.00,-0.18,-136.00,10.78,78.77,0.19
3215.,Indo Credit Cap.,2.58,,1.87,0.00,-0.04,0.00,0.00,,0.17
3216.,Vintage Secur.,13.00,238.50,4.77,0.00,-0.01,0.00,0.00,,0.17
3217.,MILGREY FIN.&INV,96.06,246.35,206.93,0.00,0.22,650.00,0.00,,0.17
3218.,Worldwide Alumi.,24.49,32.20,8.05,0.00,0.01,112.50,15.17,,0.16
3219.,Superior Finleas,1.68,56.00,5.04,0.00,-0.07,-275.00,0.08,-65.22,0.16
3220.,Decillion Financ,47.00,,16.45,0.00,-0.30,-433.33,0.26,4.00,0.15
3221.,Loyal Textile,228.10,,109.94,0.00,-26.20,-1101.83,155.07,-24.05,0.15
3222.,Nirav Commercial,600.00,,23.40,0.00,-0.14,26.32,3.49,76.26,0.14
3223.,Sirohia & Sons,11.77,,12.07,0.00,-0.03,,0.00,,0.14
3224.,CLIO Infotech,5.81,27.83,6.40,0.00,0.02,133.33,0.02,,0.13
3225.,Tahmar Enterp.,13.61,,129.01,0.00,0.04,-84.00,0.97,-36.18,0.12
3226.,V B Industries,10.35,,13.57,0.00,-0.21,-181.48,0.45,,0.12
3227.,SJ Corp,53.47,,44.67,0.00,-0.21,-110.00,0.59,1866.67,0.11
3228.,Elegant Floricul,5.55,12.51,14.26,0.00,0.79,777.78,1.06,381.82,0.10
3229.,Shalimar Prod.,0.49,803.83,48.23,0.00,-0.33,-430.00,0.00,-100.00,0.10
3230.,S I Paper Mills,85.12,,159.60,0.00,-3.33,-16.72,83.57,16.21,0.10
3231.,Scarnose Inter.,85.50,299.22,26.93,0.00,0.04,,9.70,-27.88,0.10
3232.,Vikas Proppant,0.40,,20.59,0.00,-0.06,14.29,0.00,,0.09
3233.,Tree House Edu.,12.43,,52.59,0.00,-0.76,8.43,1.88,-14.16,0.07
3234.,VKJ Infradevelop,0.30,357.00,7.14,0.00,0.00,,0.00,,0.07
3235.,IND Renewable,12.05,559.33,16.78,0.00,-0.01,66.67,0.00,,0.07
3236.,CRP Risk Mgt.,5.95,260.00,10.40,0.00,0.01,,2.13,-65.76,0.07
3237.,Garbi Finvest,11.98,,14.05,0.00,1.25,365.96,0.81,107.69,0.06
3238.,Guj. Credit Corp,34.54,863.50,86.35,0.00,0.51,737.50,0.00,,0.06
3239.,Hindustan Media,84.65,14.73,623.63,0.00,17.75,1790.48,197.47,7.94,0.05
3240.,Polyspin Exports,34.50,9.45,34.50,0.00,0.84,137.33,54.61,7.71,0.05
3241.,Vision Corpn.,3.05,,6.09,0.00,-0.12,,3.84,-18.30,0.04
3242.,Dynamic Industri,80.99,24.30,24.54,0.62,0.00,100.00,14.44,63.16,0.04
3243.,Sharp Investment,0.69,278.33,16.70,0.00,-0.01,0.00,0.00,,0.04
3244.,Siddhes. Garment,17.91,,5.93,0.00,0.01,0.00,0.00,,0.04
3245.,MASK INVESTMENTS,170.66,,52.08,0.00,0.01,-95.83,0.04,-91.84,0.04
3246.,Computer Point,4.50,,13.50,0.00,0.02,100.00,0.00,,0.03
3247.,Available Fin.,206.70,2.01,210.83,0.00,20.64,-57.53,0.14,0.00,0.03
3248.,Silverline Tech,11.58,,180.56,0.00,-0.93,-1262.50,0.00,-100.00,0.02
3249.,BLS Infotech,1.37,666.22,59.96,0.00,0.03,200.00,0.00,,0.02
3250.,Global Cap.Mkt.,0.73,,29.08,0.00,-1.86,-18700.00,0.40,33.33,0.02
3251.,Asit C Mehta Fin,112.00,,92.36,0.00,-2.53,42.69,15.34,52.33,0.02
3252.,Dishman Carbogen,209.89,,3290.72,0.00,4.63,107.71,682.34,4.80,0.02
3253.,Winsome Brew.,32.53,75.64,90.01,0.00,0.13,360.00,0.62,77.14,0.00
3254.,Jainco Projects,6.97,348.50,6.97,0.00,0.01,133.33,0.13,550.00,0.00
3255.,Vax Housing Fin.,2.56,,3.07,0.00,0.00,,0.00,,0.00
3256.,Wagend Infra,1.20,,5.66,0.00,0.04,-55.56,0.00,,0.00
3257.,Karnavati Financ,2.08,,20.90,0.00,-0.06,96.51,0.41,5.13,0.00
3258.,Peoples Invest,184.00,,3.68,0.00,-0.01,0.00,0.00,,0.00
3259.,Tirth Plastic,28.05,,12.48,0.00,0.01,0.00,0.00,,0.00
3260.,Geetanjali Cred.,5.26,,2.32,0.00,-0.01,,0.00,,0.00
3261.,R G F Capital,0.69,69.00,10.35,0.00,-0.01,0.00,0.00,,0.00
3262.,GTN Textiles,8.70,,10.13,0.00,-6.89,,0.00,,0.00
3263.,Gujarat Winding,7.80,47.38,3.79,0.00,0.05,,0.00,,0.00
3264.,Tranway21 Tech.,6.39,,6.77,0.00,-0.21,,2.59,7.02,0.00
3265.,Visagar Finan.,0.57,,33.28,0.00,0.91,222.97,11.45,-83.61,-0.03
3266.,Nagpur Power,105.00,,137.55,0.00,-2.62,-391.11,14.46,36.03,-0.03
3267.,NACL Industries,92.38,,1842.42,0.00,-36.23,-127.86,267.77,-26.72,-0.04
3268.,Naperol Invest.,843.25,2550.63,484.62,0.00,-0.26,-149.06,1.39,29.91,-0.08
3269.,Shemaroo Entert.,96.30,,263.09,0.00,-36.52,-21.48,164.37,5.41,-0.10
3270.,Shree Hanuman Sg,5.55,,10.27,0.00,-0.09,40.00,0.00,,-0.12
3271.,Prism Medico,13.59,,8.24,0.00,-0.01,-105.26,0.21,-92.36,-0.13
3272.,Looks Health,5.04,,5.29,0.00,-0.03,-200.00,0.00,,-0.14
3273.,Victoria Mills,6025.00,,59.65,0.00,0.84,1300.00,15.75,,-0.15
3274.,Kapil Raj Financ,68.49,749.30,74.93,0.00,0.06,700.00,0.00,,-0.17
3275.,Ladam Affordab.,6.45,,11.81,0.00,-0.05,,0.00,,-0.18
3276.,Suncity Synth.,18.58,,9.19,0.00,0.11,191.67,0.20,81.82,-0.21
3277.,Ushanti Colour,60.00,,67.42,0.00,-3.10,,36.92,78.10,-0.21
3278.,Thakkers Develp.,142.65,305.69,128.39,0.00,0.13,-83.12,7.05,35.84,-0.22
3279.,Silver Oak (I),139.55,,52.89,0.00,-0.06,86.05,1.20,,-0.23
3280.,V R Films & Stud,19.80,,21.73,0.00,-0.56,-93.10,3.49,129.61,-0.23
3281.,Interworld Digi.,0.33,,15.79,0.00,-0.05,0.00,0.01,0.00,-0.24
3282.,Kartik Invest.,940.00,,22.94,0.00,-0.01,-200.00,0.00,-100.00,-0.24
3283.,Jetking Infotrai,94.11,9.47,55.60,0.00,1.84,255.93,5.52,17.70,-0.24
3284.,Kemp & Co.,1323.00,,142.88,0.00,-0.22,-37.50,0.75,2.74,-0.25
3285.,VSF Projects,43.77,7156.00,71.56,0.00,0.17,383.33,0.00,,-0.26
3286.,Trimurthi,25.35,301.19,63.25,0.00,0.15,600.00,5.30,960.00,-0.27
3287.,Diamant Infra.,1.21,,4.26,0.00,0.02,-33.33,0.00,,-0.27
3288.,Madhav Marbles,42.19,49.68,37.76,0.00,-0.32,85.12,6.85,5.38,-0.29
3289.,VL E-Governance,36.17,329.64,392.27,0.00,0.94,191.26,15.21,,-0.30
3290.,Mahan Industries,6.53,47.00,2.35,0.00,-0.01,-200.00,0.85,750.00,-0.31
3291.,GFL,53.32,,585.72,0.00,4.58,218.06,0.82,10.81,-0.31
3292.,Seya Industries,16.41,,43.60,0.00,-1.47,23.04,0.00,-100.00,-0.32
3293.,H T Media,18.09,,421.04,0.00,-3.24,75.30,489.80,10.59,-0.32
3294.,Simplex Infra,251.95,10.88,1439.71,0.00,-11.08,85.90,229.78,-27.38,-0.32
3295.,Veranda Learning,200.60,,1492.39,0.00,-202.94,-1059.96,99.15,7.96,-0.33
3296.,Johnson Pharma,0.99,,54.45,0.00,-0.03,,0.00,,-0.34
3297.,Nahar Poly,191.59,13.79,471.08,0.52,7.51,244.42,172.95,12.58,-0.34
3298.,Jyotirgamya Ent.,131.25,,30.19,0.00,0.00,,0.00,,-0.35
3299.,VIRAT LEASING,74.98,,97.33,0.00,-0.07,65.00,0.21,31.25,-0.36
3300.,Jackson Invest,0.67,,19.48,0.00,0.06,500.00,0.15,0.00,-0.37
3301.,Kothari Ferment.,58.50,139.29,87.75,0.00,0.41,7.89,30.53,6.82,-0.40
3302.,Svaraj Trading,7.20,,10.62,0.00,-0.15,-1600.00,0.00,,-0.41
3303.,Delta Industrial,9.06,,4.89,0.00,-0.02,,0.00,,-0.41
3304.,Salem Erode Inv.,43.19,,49.52,0.00,-1.36,-466.67,0.81,-17.35,-0.42
3305.,Techindia Nirman,21.14,,30.29,0.00,-0.06,0.00,0.00,,-0.43
3306.,Fortune Interntl,61.90,7.67,43.58,0.00,0.63,-5.97,0.00,,-0.43
3307.,Shiva Texyarn,182.03,21.91,235.96,0.00,1.80,124.32,75.26,-1.16,-0.45
3308.,Systematix Sec.,8.06,,4.03,0.00,-0.01,,0.07,-12.50,-0.45
3309.,Shelter Infra,12.50,223.00,4.46,0.00,0.02,166.67,0.60,71.43,-0.46
3310.,Northlink Fiscal,28.35,,14.88,0.00,-0.09,35.71,0.13,-55.17,-0.46
3311.,DJS Stock,2.88,434.60,21.73,0.00,0.39,1400.00,0.51,5000.00,-0.47
3312.,Archies,16.05,,54.22,0.00,0.03,-95.38,17.82,-15.38,-0.47
3313.,R O Jewels,2.64,,13.32,0.00,0.03,-98.10,0.24,-99.92,-0.48
3314.,SVC Industries,3.95,,64.42,0.00,-0.65,-14.04,0.18,63.64,-0.49
3315.,RSWM Ltd,132.09,,622.17,0.00,-9.23,72.91,1195.62,22.34,-0.49
3316.,Allcargo Gati,54.39,,799.94,0.00,0.64,104.36,440.55,3.78,-0.50
3317.,KLG Capital,20.83,,6.67,0.00,-0.07,-133.33,0.18,0.00,-0.52
3318.,Olympic Oil Ind.,36.24,,10.33,0.00,-0.05,64.29,0.00,,-0.54
3319.,Omega Interactiv,203.10,10.16,10.16,0.00,0.32,390.91,0.00,,-0.54
3320.,Goenka Diamond,0.97,,30.75,0.00,-0.69,-38.00,0.21,31.25,-0.55
3321.,P B A Infra.,9.76,,13.18,0.00,0.33,-97.88,8.63,-42.96,-0.56
3322.,Darjeeling Ropew,26.60,57.93,8.11,0.00,-0.05,,0.00,,-0.56
3323.,USG Tech,15.96,,62.91,0.00,-0.28,-100.00,0.00,,-0.57
3324.,Rajasthan Gases,49.52,60.43,380.68,0.00,6.41,4678.57,6.42,,-0.58
3325.,Tavernier Res.,50.02,12.31,29.91,0.00,2.51,8466.67,0.00,,-0.58
3326.,Alexander Stamps,13.83,,12.88,0.00,0.02,,0.11,0.00,-0.59
3327.,Polo Hotels,10.00,,22.37,0.00,-0.22,50.00,0.00,-100.00,-0.60
3328.,Pan India Corpor,2.61,328.94,55.92,0.00,-0.06,-135.29,0.00,-100.00,-0.62
3329.,Eastern Treads,33.95,,17.76,0.00,-0.47,-327.27,16.06,8.59,-0.62
3330.,Kkalpana Plastic,18.00,248.75,9.95,0.00,0.04,33.33,0.00,,-0.64
3331.,Grandma Trading,0.56,,7.31,0.00,-0.02,-166.67,0.02,,-0.64
3332.,Agri-Tech India,134.25,144.98,79.74,0.00,-0.11,-101.29,0.03,,-0.64
3333.,Lucent Industrie,610.00,,915.00,0.00,-0.02,-100.00,0.00,,-0.64
3334.,A and M Jumbo,8.40,441.00,8.82,0.00,0.04,,7.92,,-0.64
3335.,Nivaka Fashions,3.43,,35.22,0.00,-0.20,35.48,0.09,-40.00,-0.65
3336.,Naksh Precious,9.35,21.39,9.84,0.00,0.18,1700.00,0.78,,-0.66
3337.,Shanti Guru Inds,7.40,,9.11,0.00,-0.05,,0.00,,-0.68
3338.,Square Four Pro.,8.33,116.71,16.34,0.00,-0.07,12.50,0.00,,-0.68
3339.,N2N Technologies,14.94,,4.82,0.00,-0.05,-350.00,0.34,-30.61,-0.69
3340.,Prime Focus,93.95,,2818.38,0.00,-99.00,-8.84,909.46,8.16,-0.72
3341.,Integ. Capital,4.49,,15.98,0.00,-0.02,83.33,0.19,26.67,-0.72
3342.,Astron Paper,12.95,,60.22,0.00,-26.19,-2572.45,1.36,-98.15,-0.72
3343.,Garware Marine,24.35,56.16,14.04,0.00,0.06,200.00,0.27,80.00,-0.74
3344.,Kuberan Global,31.88,,6.72,0.00,-0.23,,0.52,0.00,-0.74
3345.,Swadeshi Inds,3.53,7.07,3.82,0.00,0.63,6200.00,2.55,,-0.75
3346.,Aviva Industries,33.16,,4.97,0.00,-0.05,-150.00,0.00,,-0.78
3347.,Sujala Trading &,71.68,,41.01,0.00,-0.95,-387.88,0.37,-9.76,-0.78
3348.,Aion-Tech Soluti,55.41,,191.62,0.00,-0.43,53.26,22.11,-15.87,-0.78
3349.,Shantai Indust.,63.31,32.76,9.50,0.00,0.10,266.67,8.22,,-0.81
3350.,Dolphin Medical,2.22,,3.35,0.00,0.01,,0.24,20.00,-0.83
3351.,ASM Technologies,1257.05,199.17,1479.83,0.08,5.19,2571.43,64.74,16.19,-0.83
3352.,Omni Ax's,2.89,,4.98,0.00,0.01,-50.00,0.05,0.00,-0.86
3353.,Winpro Industrie,3.15,,31.49,0.00,0.09,400.00,0.00,,-0.86
3354.,Trio Merc. Trad.,0.90,,6.11,0.00,-0.22,-246.67,0.44,4300.00,-0.86
3355.,Jamshri Realty,101.65,,71.02,0.00,-0.39,2.86,1.89,26.85,-0.89
3356.,Sir Shadi Lal,231.65,,121.62,0.00,-14.53,-53.76,56.71,-43.86,-0.90
3357.,Agio Paper,5.13,,8.27,0.00,-0.38,-72.73,0.00,-100.00,-0.90
3358.,Sinnar Bidi Udy.,689.00,,27.56,0.00,0.07,16.67,1.48,22.31,-0.91
3359.,Nouveau Global,0.53,16.11,9.83,0.00,0.14,800.00,0.00,,-0.92
3360.,Yogi Ltd,106.67,,320.01,0.00,-0.17,-70.00,0.00,,-0.95
3361.,Voltaire Leasing,11.97,17.00,4.93,0.00,-0.14,,1.01,676.92,-0.97
3362.,Rich Universe,12.40,,8.99,0.00,-0.03,-125.00,0.00,,-1.01
3363.,Premier Cap Serv,7.95,1473.00,29.46,0.00,0.04,233.33,0.19,18.75,-1.03
3364.,Vaarad Ventures,12.46,,311.38,0.00,-0.06,-20.00,0.00,,-1.03
3365.,Jeevan Scienti.,42.00,112.71,66.50,0.00,0.05,110.42,12.51,23.49,-1.03
3366.,S & T Corporatio,6.91,50.00,22.00,0.00,0.00,100.00,0.04,0.00,-1.04
3367.,Twamev Constr.,31.96,,495.38,0.00,1.77,195.00,15.07,86.28,-1.06
3368.,Sanco Industries,2.84,,3.72,0.00,-0.08,27.27,0.00,,-1.09
3369.,Sh. Steel Wire,31.99,,10.59,0.00,-0.03,25.00,2.84,39.22,-1.11
3370.,Guj.Nat.Resour.,22.99,,295.20,0.00,-0.46,84.72,4.93,-29.57,-1.12
3371.,ACE EduTremd Ltd,3.43,,3.14,0.00,-0.19,-171.43,0.00,,-1.13
3372.,Garnet Intl.,117.55,151.13,230.81,0.00,-0.19,-110.86,2.86,-76.67,-1.13
3373.,Medi Caps,47.05,,58.67,0.00,-2.05,-1181.25,4.02,-43.14,-1.17
3374.,Advance Meter.,25.50,,40.95,0.00,-4.53,-1084.78,3.31,-7.02,-1.17
3375.,Sayaji Industr,255.25,,161.32,0.00,-1.14,40.62,269.30,9.90,-1.18
3376.,GKB Ophthalmics,75.27,,37.94,0.00,-1.91,-52.80,25.80,7.32,-1.19
3377.,IGC Industries,6.82,,23.68,0.00,-0.28,12.50,0.00,,-1.19
3378.,Kush Industries,8.61,,13.13,0.00,0.01,200.00,0.00,,-1.20
3379.,Scintilla Comm,6.26,,6.28,0.00,0.07,-12.50,0.16,-5.88,-1.20
3380.,Prima Industries,26.00,,28.05,0.00,-0.24,53.85,2.07,28.57,-1.21
3381.,MPIL Corporation,623.85,,35.56,0.14,-0.10,-900.00,0.02,0.00,-1.21
3382.,Lakshmi Mills,6000.00,,417.60,0.00,-3.87,-42.28,55.44,-20.63,-1.23
3383.,Innovassynth Inv,68.95,216.80,192.95,0.00,3.12,182.29,0.00,,-1.25
3384.,India Lease Dev.,8.30,,12.20,0.00,-0.01,,0.13,-7.14,-1.26
3385.,Amraworld Agrico,1.05,10.52,12.63,0.00,-4.56,-45500.00,0.00,,-1.26
3386.,G G Dandekar,80.40,,38.28,0.00,1.18,253.25,0.92,76.92,-1.27
3387.,Procal Electroni,0.75,,0.26,0.00,-0.01,0.00,0.00,,-1.28
3388.,Vision Cinemas,1.23,217.75,8.71,0.00,0.15,138.46,0.79,,-1.28
3389.,Ishaan Infrastru,7.59,70.14,4.91,0.00,0.18,550.00,0.20,,-1.28
3390.,Gokak Textiles,65.77,,42.75,0.00,-9.93,-811.01,24.38,-23.16,-1.31
3391.,Oricon Enterpris,39.79,146.69,624.89,1.26,3.20,178.04,51.31,-21.04,-1.31
3392.,Padmalaya Tele.,4.51,,7.67,0.00,-0.11,-1000.00,0.00,,-1.32
3393.,Pion. Agro Extr.,17.86,,7.73,0.00,0.04,-20.00,0.00,,-1.33
3394.,Popular Estate,20.00,,28.00,0.00,-0.12,20.00,0.00,,-1.34
3395.,Shricon Indus.,171.00,64.24,21.20,0.00,-0.01,-107.14,0.03,-57.14,-1.36
3396.,Garware Synth,28.91,,16.79,0.00,-0.10,-433.33,2.55,-6.25,-1.37
3397.,Hemisphere Prop,119.22,,3397.77,0.00,-2.32,-28.18,0.24,84.62,-1.37
3398.,Warren Tea,40.40,146.30,48.28,0.00,2.37,118.12,0.00,-100.00,-1.38
3399.,Tiaan Consumer,6.99,,7.18,0.00,0.05,,0.07,,-1.39
3400.,Indong Tea Co,19.80,,29.70,0.00,3.15,,14.40,12.15,-1.39
3401.,Oswal Leasing,48.32,,2.42,0.00,-0.01,,0.03,-25.00,-1.44
3402.,Progrex Ventures,21.69,,7.82,0.00,-0.02,0.00,0.00,,-1.46
3403.,Samtex Fashion,2.64,,19.67,0.00,-0.11,86.08,0.00,,-1.46
3404.,Bodhtree Consul.,28.58,,49.08,0.00,1.18,290.32,4.04,74.14,-1.50
3405.,Katare Spinning,180.15,,51.34,0.00,-0.41,,2.11,34.39,-1.51
3406.,Golden Carpets,12.13,,7.87,0.00,-0.07,-75.00,0.17,-15.00,-1.51
3407.,Makers Labs.,125.50,9.53,74.05,0.00,0.27,125.47,27.69,4.45,-1.53
3408.,Misquita Engg.,117.00,83.12,43.22,0.00,0.19,,5.52,3.76,-1.57
3409.,Accedere,78.05,392.40,39.24,0.00,0.03,50.00,0.73,-25.51,-1.57
3410.,Stellar Capital,7.24,,18.07,0.00,1.59,,1.52,2.01,-1.60
3411.,LCC Infotech,6.88,,87.10,0.00,-0.45,-1000.00,0.01,-99.13,-1.61
3412.,Munoth Commun.,10.18,,9.82,0.00,0.00,100.00,0.00,,-1.61
3413.,Oswal Yarns,36.95,,14.82,0.00,0.01,150.00,0.72,20.00,-1.63
3414.,Valiant Laborato,80.78,,350.99,0.00,2.35,167.14,35.23,-13.06,-1.64
3415.,Madhucon Project,6.35,,46.86,0.00,-446.16,-3278.16,111.44,-59.57,-1.65
3416.,West Leisure,130.00,,39.69,0.08,0.03,0.00,0.18,28.57,-1.68
3417.,Classic Filament,28.49,,17.42,0.00,-0.02,0.00,0.00,,-1.68
3418.,JHS Sven.Lab.,12.63,,108.12,0.00,-1.84,-18500.00,22.66,58.46,-1.69
3419.,Vijay Textiles,11.51,,21.07,0.00,-4.19,-26.20,2.25,-46.17,-1.70
3420.,Samsrita Labs,18.00,,26.66,0.00,-0.04,20.00,0.00,,-1.71
3421.,Rish.Digh.Steel,45.71,2.19,25.08,0.00,-0.75,-837.50,0.00,,-1.73
3422.,MFS Intercorp,18.05,,7.80,0.00,-0.01,0.00,0.06,,-1.74
3423.,Salora Intl.,43.59,,38.40,0.00,-0.33,-1750.00,41.81,-10.87,-1.75
3424.,Shalimar Agencie,9.80,,683.18,0.00,0.01,,0.23,,-1.76
3425.,Ravinder Heights,53.49,,328.03,0.00,-1.15,29.88,0.14,-6.67,-1.77
3426.,Nakoda Group,35.14,,48.33,0.00,0.00,100.00,14.23,-1.59,-1.80
3427.,Gangotri Textile,0.92,,3.00,0.00,-0.01,0.00,0.00,,-1.84
3428.,Modulex Const.,23.94,29.53,165.67,0.00,-2.06,-9.14,0.00,,-1.85
3429.,Equippp Social,21.50,,221.65,0.00,-0.30,-130.77,0.50,61.29,-1.86
3430.,IEC Education,16.20,,24.72,0.00,-0.03,50.00,0.00,,-1.88
3431.,Hind.Urban Infra,2277.10,,328.56,0.00,23.91,-145.19,136.05,5.49,-1.90
3432.,Hit Kit Global,1.55,19.97,7.19,0.00,0.04,,0.21,200.00,-1.92
3433.,Velan Hotels,5.53,,17.67,0.00,-0.44,-57.14,0.00,,-1.93
3434.,Rotographics (I),54.70,,19.70,0.00,0.00,100.00,0.00,,-1.94
3435.,SSPDL Ltd,17.75,,22.95,0.00,-1.60,-159.04,0.19,-91.28,-1.96
3436.,Sundaram Clayton,2071.55,,4566.97,0.25,-44.15,39.94,529.35,-3.89,-1.97
3437.,TGB Banquets,10.54,,30.87,0.00,0.68,3.03,10.23,-5.10,-1.98
3438.,Landmarc Leisur.,1.31,,104.80,0.00,-0.17,-21.43,0.03,-72.73,-1.99
3439.,Bharatiya Glob.,3.42,,5.42,0.00,-0.18,60.00,0.00,,-1.99
3440.,Transgene Biotek,3.81,,28.87,0.00,-0.09,25.00,0.08,60.00,-2.07
3441.,Sanwaria Consum.,0.41,,30.18,0.00,-1.28,,0.26,,-2.08
3442.,Corporate Merch,25.14,103.75,8.30,0.00,0.07,158.33,0.00,,-2.08
3443.,Sai Capital,252.15,,72.60,0.00,2.29,236.76,0.22,100.00,-2.08
3444.,A F Enterprises,7.69,,25.71,0.00,-0.13,0.00,5.64,370.00,-2.09
3445.,Kavveri Defence,45.06,35.98,90.68,0.00,2.21,836.67,7.01,847.30,-2.11
3446.,Rolta India,2.45,,40.64,0.00,-203.34,-38.86,4.40,-40.05,-2.12
3447.,Oscar Global,12.30,,4.06,0.00,-0.08,-300.00,0.00,,-2.17
3448.,PVP Ventures,21.93,252.66,571.07,0.00,-0.74,91.29,2.48,-42.59,-2.20
3449.,Nilachal Refract,44.30,,90.19,0.00,-0.32,-100.00,0.29,61.11,-2.21
3450.,Patspin India,9.73,,30.09,0.00,-2.76,30.65,10.78,7.48,-2.24
3451.,Jindal Leasefin,43.59,,13.12,0.00,-1.07,-5250.00,-1.39,,-2.25
3452.,Hathway Bhawani,16.11,,13.05,0.00,-0.04,-300.00,0.59,-11.94,-2.26
3453.,G V Films,0.58,,108.15,0.00,-0.43,-43.33,0.00,-100.00,-2.27
3454.,Shamrock Indl.,12.29,,6.67,0.00,-0.02,60.00,0.00,,-2.29
3455.,IFB Agro Inds.,451.20,19.43,422.77,0.00,12.04,340.80,294.97,20.65,-2.30
3456.,UTL Industries,2.75,,9.06,0.00,-0.04,20.00,0.03,200.00,-2.30
3457.,ARSS Infra,36.17,31.15,82.24,0.00,-0.18,99.18,19.55,-74.07,-2.30
3458.,Indiabulls Enter,16.44,,326.07,0.00,-2.13,5.45,13.32,-11.38,-2.32
3459.,John Cockerill,2544.05,,1256.20,0.28,-1.47,-114.24,72.34,-71.51,-2.33
3460.,S V Global Mill,112.00,,202.53,0.00,0.53,-77.73,1.55,6.16,-2.36
3461.,Benara Bearings,18.90,,33.47,0.00,-1.55,,6.02,-31.98,-2.39
3462.,First Fintec,8.21,94.89,8.54,0.00,0.26,160.00,0.51,6.25,-2.41
3463.,Antarctica,1.06,,16.43,0.00,0.59,942.86,17.83,7329.17,-2.42
3464.,Anjani Portland,104.96,,308.32,0.00,-20.66,-246.71,105.31,-36.93,-2.44
3465.,Milestone Furn.,4.86,,4.52,0.00,-0.35,,0.00,,-2.46
3466.,Primo Chemicals,23.96,56.65,580.65,0.00,1.92,112.51,143.85,57.33,-2.47
3467.,Catvision Ltd,24.94,33.98,13.59,0.00,0.12,144.44,4.90,-6.13,-2.47
3468.,Ganesh Holdings,102.90,,9.17,0.00,-0.07,,0.01,-66.67,-2.48
3469.,B P Capital,6.74,,4.05,0.00,-0.04,-33.33,0.00,,-2.50
3470.,Palash Securi.,121.37,,121.41,0.00,-2.66,44.59,12.90,45.43,-2.50
3471.,Global Longlife,23.42,,24.59,0.00,1.24,,0.58,-95.30,-2.51
3472.,KBC Global,1.04,,271.90,0.00,-0.43,78.28,6.20,237.17,-2.54
3473.,Norben Tea,47.04,,55.27,0.00,-0.15,89.80,2.02,44.29,-2.57
